,gps_height,closeness_to_waterbody,population,permit,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,construction_age
830,2143,Far,70,FALSE,annually,good,enough,spring,communal standpipe,13
833,881,Far,150,TRUE,annually,good,enough,spring,communal standpipe,2
836,-1,Near,120,FALSE,per bucket,good,enough,river/lake,communal standpipe,40
837,1754,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,28
840,-23,Near,250,FALSE,per bucket,salty,enough,borehole,communal standpipe,13
841,1021,Far,1,TRUE,per bucket,good,enough,borehole,hand pump,1
843,323,Near,200,TRUE,per bucket,good,enough,river/lake,communal standpipe,7
844,872,Near,200,TRUE,per bucket,good,enough,borehole,communal standpipe,9
849,-12,Near,568,FALSE,per bucket,good,enough,borehole,communal standpipe,3
851,382,Far,1,TRUE,never pay,other,dry,shallow well,hand pump,18
856,281,Far,418,TRUE,never pay,good,enough,borehole,hand pump,29
857,15,Near,150,FALSE,per bucket,good,enough,borehole,hand pump,13
858,1421,Far,30,TRUE,never pay,good,enough,spring,communal standpipe,29
862,306,Near,1,TRUE,never pay,good,seasonal,borehole,communal standpipe,31
863,1336,Far,370,TRUE,never pay,good,enough,borehole,hand pump,30
865,202,Near,56,TRUE,never pay,good,seasonal,shallow well,hand pump,5
866,1376,Far,150,TRUE,monthly,good,enough,spring,communal standpipe,12
867,1428,Near,516,TRUE,per bucket,salty,insufficient,spring,communal standpipe,7
868,1620,Far,60,TRUE,never pay,good,dry,spring,communal standpipe,15
869,43,Near,6922,FALSE,per bucket,good,enough,borehole,communal standpipe,3
870,1136,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,31
873,35,Near,400,FALSE,per bucket,good,enough,river/lake,communal standpipe,6
876,287,Far,150,TRUE,on failure,good,enough,shallow well,hand pump,5
878,1282,Near,240,TRUE,monthly,good,enough,river/lake,communal standpipe,7
880,36,Near,50,TRUE,per bucket,good,enough,river/lake,communal standpipe,25
881,1517,Far,183,TRUE,per bucket,good,enough,spring,communal standpipe,5
882,1358,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,1
883,403,Far,1,TRUE,monthly,good,insufficient,river/lake,communal standpipe,16
884,91,Near,150,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,27
886,428,Far,100,TRUE,on failure,good,insufficient,shallow well,hand pump,32
888,2178,Far,25,FALSE,annually,good,enough,spring,communal standpipe,13
891,1751,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,13
894,306,Near,650,TRUE,never pay,good,enough,borehole,communal standpipe,1
896,278,Far,100,TRUE,never pay,good,insufficient,river/lake,communal standpipe,4
897,94,Near,6,TRUE,monthly,good,enough,river/lake,communal standpipe,3
898,1484,Far,90,TRUE,per bucket,good,enough,spring,communal standpipe,14
900,745,Far,1,FALSE,on failure,good,insufficient,borehole,hand pump,6
903,1307,Far,60,TRUE,monthly,good,enough,spring,communal standpipe,13
904,1224,Far,50,TRUE,monthly,good,insufficient,spring,communal standpipe,2
905,1615,Near,263,TRUE,never pay,good,dry,spring,communal standpipe,8
906,1178,Far,450,TRUE,per bucket,good,enough,borehole,communal standpipe,1
907,337,Far,1,TRUE,never pay,good,enough,shallow well,hand pump,2
910,1603,Far,480,TRUE,on failure,good,enough,spring,communal standpipe,9
912,252,Far,650,TRUE,never pay,other,seasonal,shallow well,hand pump,3
913,1294,Far,1500,FALSE,per bucket,good,enough,borehole,communal standpipe,9
916,0,Far,1250,TRUE,per bucket,salty,insufficient,shallow well,hand pump,35
917,1301,Near,1,TRUE,monthly,good,insufficient,river/lake,communal standpipe,8
924,20,Near,120,TRUE,monthly,good,enough,river/lake,communal standpipe,26
927,1445,Far,75,FALSE,monthly,good,enough,river/lake,communal standpipe,12
930,41,Near,1,TRUE,per bucket,good,enough,river/lake,communal standpipe,3
931,245,Near,1000,FALSE,never pay,good,insufficient,river/lake,communal standpipe,16
934,2171,Far,8,FALSE,monthly,good,enough,spring,communal standpipe,5
936,1716,Far,75,TRUE,monthly,good,enough,river/lake,communal standpipe,35
937,671,Far,300,FALSE,monthly,good,insufficient,shallow well,hand pump,7
938,1513,Far,2000,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,11
942,1572,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,43
943,2101,Near,240,TRUE,per bucket,good,insufficient,spring,communal standpipe,2
944,142,Near,360,FALSE,per bucket,salty,insufficient,borehole,communal standpipe,7
945,917,Far,500,TRUE,per bucket,good,enough,spring,communal standpipe,14
947,2150,Far,80,FALSE,never pay,good,enough,spring,communal standpipe,13
949,53,Near,100,FALSE,never pay,good,dry,shallow well,hand pump,10
950,387,Far,1,TRUE,per bucket,salty,enough,borehole,communal standpipe,4
951,1693,Near,321,TRUE,never pay,good,insufficient,spring,communal standpipe,11
952,50,Near,400,FALSE,per bucket,salty,insufficient,borehole,communal standpipe,28
957,380,Near,100,FALSE,never pay,good,enough,shallow well,hand pump,5
958,1576,Far,350,TRUE,never pay,good,dry,borehole,hand pump,4
959,1036,Far,250,FALSE,monthly,good,enough,shallow well,hand pump,1
962,1682,Far,300,FALSE,never pay,good,enough,borehole,hand pump,22
963,196,Near,50,FALSE,never pay,good,insufficient,spring,communal standpipe,38
967,1,Near,300,TRUE,per bucket,good,enough,borehole,communal standpipe,9
968,536,Far,1,FALSE,per bucket,good,insufficient,borehole,hand pump,15
969,104,Near,10,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,3
976,0,Far,450,TRUE,monthly,salty,insufficient,shallow well,hand pump,8
978,1629,Far,70,TRUE,per bucket,good,enough,spring,communal standpipe,5
979,443,Near,350,FALSE,never pay,good,enough,river/lake,communal standpipe,38
981,248,Far,200,TRUE,on failure,good,insufficient,shallow well,hand pump,21
986,1050,Far,420,FALSE,monthly,good,insufficient,shallow well,hand pump,26
988,1348,Far,70,FALSE,monthly,good,enough,river/lake,communal standpipe,14
993,1540,Far,150,TRUE,monthly,good,enough,spring,communal standpipe,18
996,1287,Near,650,FALSE,annually,other,enough,river/lake,communal standpipe,18
998,261,Far,260,TRUE,monthly,good,insufficient,river/lake,communal standpipe,6
1000,1409,Near,620,TRUE,monthly,good,enough,river/lake,communal standpipe,17
1002,970,Far,0,TRUE,on failure,good,enough,river/lake,communal standpipe,35
1006,606,Far,1,FALSE,per bucket,good,enough,borehole,communal standpipe,2
1007,1758,Far,45,FALSE,monthly,good,enough,spring,communal standpipe,12
1011,148,Near,1,FALSE,per bucket,salty,enough,borehole,communal standpipe,4
1014,1197,Far,150,TRUE,per bucket,good,enough,spring,communal standpipe,38
1015,1667,Far,80,FALSE,monthly,good,enough,spring,communal standpipe,7
1016,270,Far,50,TRUE,never pay,good,insufficient,shallow well,hand pump,33
1018,1307,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,28
1022,1653,Near,150,TRUE,never pay,good,enough,spring,communal standpipe,6
1023,1691,Far,1,TRUE,never pay,good,insufficient,spring,communal standpipe,53
1026,30,Near,5153,FALSE,never pay,salty,enough,shallow well,hand pump,6
1027,200,Near,60,TRUE,never pay,good,insufficient,spring,communal standpipe,3
1030,927,Far,1,FALSE,monthly,good,enough,spring,communal standpipe,21
1033,847,Near,0,TRUE,never pay,good,dry,river/lake,communal standpipe,40
1037,132,Near,1,FALSE,never pay,good,enough,river/lake,communal standpipe,9
1040,66,Near,2353,FALSE,per bucket,good,insufficient,river/lake,communal standpipe,3
1041,1982,Far,0,FALSE,never pay,good,enough,spring,communal standpipe,28
1042,984,Far,0,TRUE,on failure,good,enough,river/lake,communal standpipe,10
1043,1734,Far,500,FALSE,never pay,good,insufficient,river/lake,communal standpipe,27
1044,26,Near,200,FALSE,never pay,good,enough,shallow well,hand pump,13
1045,283,Far,440,TRUE,monthly,good,enough,shallow well,hand pump,29
1046,1551,Far,25,TRUE,annually,good,enough,spring,communal standpipe,12
1047,980,Far,200,FALSE,never pay,good,insufficient,spring,communal standpipe,5
1048,1944,Far,0,FALSE,never pay,good,enough,shallow well,hand pump,13
1051,1195,Far,300,FALSE,per bucket,good,enough,river/lake,communal standpipe,41
1056,1804,Far,65,TRUE,on failure,good,enough,spring,communal standpipe,4
1058,682,Far,250,TRUE,monthly,good,insufficient,borehole,communal standpipe,2
1060,30,Near,1015,FALSE,never pay,good,enough,shallow well,hand pump,4
1061,320,Far,269,TRUE,monthly,good,dry,river/lake,communal standpipe,7
1062,458,Far,44,FALSE,never pay,good,enough,spring,communal standpipe,5
1063,666,Far,300,FALSE,monthly,good,insufficient,shallow well,hand pump,6
1064,1303,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,33
1066,1307,Near,174,TRUE,never pay,good,enough,borehole,hand pump,5
1068,67,Near,100,FALSE,per bucket,good,enough,shallow well,communal standpipe,3
1070,55,Near,100,FALSE,per bucket,good,enough,borehole,communal standpipe,3
1072,303,Far,100,TRUE,never pay,good,enough,shallow well,hand pump,31
1073,309,Far,300,TRUE,monthly,good,insufficient,river/lake,communal standpipe,18
1074,1195,Near,450,TRUE,never pay,good,seasonal,shallow well,hand pump,19
1076,26,Near,25,TRUE,per bucket,good,enough,river/lake,communal standpipe,4
1077,940,Far,1,TRUE,annually,good,seasonal,spring,communal standpipe,23
1080,245,Far,250,TRUE,never pay,good,seasonal,shallow well,hand pump,16
1083,484,Far,90,TRUE,monthly,good,dry,spring,communal standpipe,21
1085,54,Near,323,FALSE,never pay,good,enough,borehole,hand pump,2
1087,319,Near,200,FALSE,never pay,good,insufficient,river/lake,communal standpipe,41
1088,298,Far,500,TRUE,never pay,salty,enough,shallow well,hand pump,20
1090,2068,Far,150,TRUE,monthly,good,enough,spring,communal standpipe,5
1093,296,Near,500,FALSE,per bucket,good,enough,borehole,hand pump,18
1098,405,Near,400,FALSE,never pay,salty,enough,shallow well,hand pump,5
1099,711,Far,180,TRUE,per bucket,good,enough,spring,communal standpipe,5
1100,1721,Far,120,FALSE,monthly,good,enough,spring,communal standpipe,5
1103,1419,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,10
1111,1798,Far,35,TRUE,annually,good,enough,spring,communal standpipe,4
1112,1237,Near,250,TRUE,monthly,good,enough,spring,communal standpipe,10
1114,1649,Far,120,FALSE,monthly,good,enough,spring,communal standpipe,7
1115,1535,Near,300,TRUE,never pay,good,enough,shallow well,hand pump,20
1123,608,Far,1,FALSE,annually,good,insufficient,borehole,hand pump,11
1125,1141,Far,152,FALSE,monthly,good,dry,spring,communal standpipe,6
1129,313,Near,230,FALSE,per bucket,other,dry,borehole,communal standpipe,34
1130,177,Near,200,FALSE,never pay,good,insufficient,shallow well,hand pump,30
1131,949,Far,42,TRUE,monthly,good,insufficient,spring,communal standpipe,8
1132,1847,Near,358,TRUE,never pay,good,insufficient,spring,communal standpipe,7
1134,1424,Far,40,FALSE,monthly,good,enough,borehole,hand pump,3
1138,1359,Near,350,TRUE,never pay,good,enough,borehole,hand pump,19
1139,319,Near,560,TRUE,never pay,good,enough,borehole,communal standpipe,15
1143,362,Near,420,FALSE,per bucket,salty,enough,shallow well,hand pump,1
1144,218,Far,800,TRUE,never pay,other,insufficient,shallow well,hand pump,11
1146,1011,Near,211,TRUE,monthly,good,insufficient,river/lake,communal standpipe,28
1147,1,Near,1,TRUE,per bucket,good,enough,shallow well,hand pump,7
1154,1106,Near,855,TRUE,monthly,good,enough,river/lake,communal standpipe,7
1156,265,Near,80,TRUE,monthly,good,enough,spring,communal standpipe,9
1160,2004,Far,250,FALSE,annually,good,enough,spring,communal standpipe,7
1161,447,Far,250,TRUE,monthly,good,insufficient,river/lake,communal standpipe,38
1166,1071,Far,15,TRUE,per bucket,good,enough,spring,communal standpipe,5
1170,1000,Far,125,TRUE,on failure,good,seasonal,shallow well,hand pump,23
1172,1928,Far,0,FALSE,never pay,good,enough,spring,communal standpipe,13
1174,1095,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,43
1175,263,Near,20,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
1176,1498,Near,69,TRUE,never pay,good,dry,borehole,communal standpipe,5
1177,2037,Far,100,TRUE,never pay,good,enough,spring,hand pump,8
1178,1021,Far,100,TRUE,per bucket,good,insufficient,spring,communal standpipe,13
1179,142,Near,80,FALSE,never pay,good,seasonal,spring,communal standpipe,14
1184,300,Near,10,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
1185,1529,Near,350,TRUE,monthly,good,enough,river/lake,communal standpipe,12
1193,1170,Far,1,TRUE,never pay,good,enough,spring,communal standpipe,4
1197,510,Near,400,TRUE,per bucket,good,insufficient,river/lake,communal standpipe,33
1198,-20,Near,100,FALSE,never pay,good,enough,shallow well,hand pump,4
1199,460,Near,200,TRUE,per bucket,good,enough,river/lake,communal standpipe,38
1200,1192,Far,90,TRUE,per bucket,good,enough,spring,communal standpipe,5
1203,1871,Far,22,TRUE,annually,good,enough,spring,communal standpipe,8
1204,108,Near,1,TRUE,never pay,good,enough,shallow well,hand pump,19
1205,1860,Far,2530,TRUE,never pay,good,dry,borehole,hand pump,29
1207,1198,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,23
1209,821,Far,250,TRUE,never pay,good,enough,river/lake,communal standpipe,31
1210,1335,Far,80,FALSE,annually,good,enough,spring,communal standpipe,14
1215,412,Near,210,FALSE,per bucket,good,enough,borehole,communal standpipe,2
1216,1399,Near,1,TRUE,never pay,good,enough,spring,communal standpipe,38
1224,1276,Near,540,TRUE,monthly,good,enough,river/lake,communal standpipe,29
1226,1754,Far,400,FALSE,never pay,good,enough,borehole,hand pump,10
1229,459,Far,90,TRUE,never pay,good,enough,borehole,communal standpipe,36
1230,1821,Far,40,FALSE,on failure,good,enough,spring,communal standpipe,21
1233,1662,Far,150,TRUE,never pay,good,insufficient,spring,communal standpipe,23
1235,154,Near,620,TRUE,never pay,salty,enough,shallow well,hand pump,3
1237,295,Near,99,TRUE,never pay,good,seasonal,shallow well,hand pump,5
1238,1684,Far,200,TRUE,never pay,good,enough,spring,communal standpipe,15
1241,348,Near,60,FALSE,monthly,good,insufficient,river/lake,communal standpipe,4
1242,826,Far,450,TRUE,monthly,good,insufficient,river/lake,communal standpipe,23
1245,1318,Near,1500,TRUE,never pay,good,insufficient,river/lake,communal standpipe,31
1246,1348,Far,1,TRUE,monthly,good,insufficient,spring,communal standpipe,33
1254,1817,Near,145,TRUE,never pay,good,enough,river/lake,communal standpipe,3
1258,2087,Near,137,TRUE,never pay,good,enough,shallow well,hand pump,12
1259,1083,Near,258,TRUE,per bucket,good,enough,borehole,communal standpipe,9
1260,18,Near,124,FALSE,per bucket,salty,enough,borehole,hand pump,7
1261,1162,Far,75,TRUE,never pay,good,insufficient,spring,communal standpipe,41
1262,1263,Far,680,TRUE,never pay,good,insufficient,spring,communal standpipe,3
1267,1681,Far,75,TRUE,monthly,good,enough,river/lake,communal standpipe,35
1269,1916,Far,800,FALSE,annually,other,enough,river/lake,communal standpipe,7
1271,2108,Far,150,TRUE,monthly,good,enough,spring,communal standpipe,5
1272,123,Near,400,TRUE,never pay,good,dry,borehole,communal standpipe,31
1273,0,Far,800,TRUE,per bucket,salty,insufficient,borehole,communal standpipe,7
1274,351,Near,350,TRUE,never pay,good,seasonal,borehole,communal standpipe,31
1275,1748,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,3
1277,1315,Near,1200,FALSE,never pay,good,insufficient,borehole,communal standpipe,40
1278,926,Far,80,TRUE,per bucket,salty,insufficient,borehole,communal standpipe,6
1281,878,Near,200,TRUE,per bucket,good,enough,borehole,communal standpipe,9
1283,356,Far,200,TRUE,monthly,good,insufficient,river/lake,communal standpipe,44
1284,1752,Far,0,FALSE,on failure,good,enough,spring,communal standpipe,7
1285,1859,Far,0,FALSE,never pay,good,enough,borehole,hand pump,13
1288,1730,Far,20,FALSE,on failure,good,enough,spring,communal standpipe,6
1289,1737,Far,1,TRUE,monthly,good,enough,spring,communal standpipe,5
1290,1245,Far,60,TRUE,per bucket,good,enough,spring,communal standpipe,14
1291,1340,Far,250,FALSE,never pay,good,enough,shallow well,hand pump,15
1293,1176,Far,500,TRUE,never pay,good,enough,borehole,hand pump,18
1294,1152,Far,500,FALSE,never pay,salty,insufficient,shallow well,hand pump,15
1295,181,Near,700,TRUE,per bucket,good,enough,borehole,communal standpipe,35
1297,180,Near,300,FALSE,never pay,good,seasonal,spring,communal standpipe,14
1298,1497,Near,120,TRUE,monthly,salty,enough,borehole,hand pump,9
1299,343,Near,150,TRUE,per bucket,good,enough,river/lake,communal standpipe,33
1301,815,Near,0,TRUE,never pay,good,dry,river/lake,communal standpipe,28
1304,287,Far,400,TRUE,never pay,good,insufficient,shallow well,hand pump,11
1306,1681,Far,65,FALSE,never pay,good,seasonal,spring,communal standpipe,21
1308,1124,Near,740,TRUE,never pay,salty,enough,borehole,hand pump,3
1309,206,Near,60,TRUE,per bucket,good,enough,river/lake,communal standpipe,10
1310,-8,Near,400,TRUE,per bucket,good,enough,borehole,communal standpipe,7
1311,1153,Far,230,TRUE,annually,good,insufficient,borehole,hand pump,25
1313,288,Near,50,FALSE,never pay,good,seasonal,spring,communal standpipe,32
1314,253,Far,333,TRUE,monthly,good,insufficient,river/lake,communal standpipe,18
1316,1247,Far,350,TRUE,monthly,good,enough,spring,communal standpipe,6
1317,1262,Near,320,TRUE,monthly,good,enough,shallow well,hand pump,8
1318,1612,Far,1,TRUE,never pay,good,enough,spring,communal standpipe,39
1324,1485,Far,150,TRUE,never pay,good,insufficient,spring,communal standpipe,11
1325,74,Near,1,TRUE,never pay,good,enough,borehole,communal standpipe,7
1327,661,Far,1180,TRUE,monthly,good,insufficient,spring,communal standpipe,3
