,region
3460,Iringa
3463,Tanga
3464,Ruvuma
3470,Morogoro
3471,Rukwa
3473,Manyara
3478,Mtwara
3479,Dar es Salaam
3482,Pwani
3485,Morogoro
3486,Rukwa
3487,Manyara
3493,Tanga
3494,Morogoro
3496,Shinyanga
3497,Iringa
3499,Pwani
3501,Singida
3504,Iringa
3507,Kilimanjaro
3511,Iringa
3513,Morogoro
3514,Mtwara
3516,Pwani
3518,Kilimanjaro
3519,Iringa
3522,Kilimanjaro
3524,Kilimanjaro
3525,Iringa
3527,Kigoma
3531,Iringa
3532,Tanga
3533,Manyara
3534,Morogoro
3535,Tanga
3540,Dar es Salaam
3542,Kilimanjaro
3545,Ruvuma
3549,Ruvuma
3551,Kigoma
3552,Mtwara
3554,Pwani
3557,Arusha
3558,Kigoma
3559,Morogoro
3561,Mtwara
3563,Kilimanjaro
3564,Dar es Salaam
3568,Pwani
3569,Kigoma
3572,Tanga
3574,Mara
3576,Iringa
3577,Kilimanjaro
3582,Kilimanjaro
3583,Pwani
3585,Ruvuma
3586,Pwani
3587,Iringa
3591,Tanga
3593,Iringa
3594,Ruvuma
3595,Pwani
3596,Singida
3598,Ruvuma
3600,Mara
3601,Kilimanjaro
3605,Rukwa
3607,Manyara
3608,Manyara
3610,Manyara
3613,Rukwa
3615,Kilimanjaro
3616,Morogoro
3619,Morogoro
3621,Morogoro
3624,Kigoma
3627,Iringa
3628,Iringa
3630,Arusha
3636,Iringa
3640,Tanga
3641,Kigoma
3647,Lindi
3649,Iringa
3651,Ruvuma
3652,Tanga
3653,Pwani
3654,Kilimanjaro
3655,Iringa
3657,Kilimanjaro
3658,Iringa
3659,Dar es Salaam
3660,Morogoro
3661,Morogoro
3663,Ruvuma
3664,Mtwara
3665,Kigoma
3666,Ruvuma
3669,Mara
3670,Mara
3671,Morogoro
3673,Morogoro
3677,Kilimanjaro
3682,Mara
3689,Ruvuma
3690,Morogoro
3692,Iringa
3694,Iringa
3704,Iringa
3705,Kilimanjaro
3712,Kigoma
3716,Arusha
3720,Ruvuma
3722,Mtwara
3724,Kigoma
3725,Ruvuma
3726,Kilimanjaro
3727,Morogoro
3736,Kigoma
3738,Lindi
3740,Manyara
3743,Iringa
3745,Morogoro
3746,Kilimanjaro
3750,Pwani
3751,Arusha
3752,Arusha
3753,Kilimanjaro
3754,Mtwara
3756,Kilimanjaro
3758,Shinyanga
3762,Singida
3764,Kilimanjaro
3765,Tanga
3766,Ruvuma
3768,Pwani
3770,Mtwara
3771,Morogoro
3772,Tanga
3774,Pwani
3775,Pwani
3778,Kilimanjaro
3783,Rukwa
3786,Dar es Salaam
3789,Mtwara
3790,Rukwa
3792,Pwani
3793,Pwani
3795,Tanga
3796,Iringa
3798,Kilimanjaro
3799,Tanga
3800,Rukwa
3801,Iringa
3803,Singida
3805,Singida
3806,Ruvuma
3807,Kigoma
3808,Morogoro
3811,Pwani
3812,Iringa
3813,Dar es Salaam
3817,Singida
3819,Mtwara
3822,Iringa
3825,Ruvuma
3826,Iringa
3828,Pwani
3829,Tanga
3832,Mtwara
3833,Pwani
3835,Rukwa
3836,Iringa
3837,Arusha
3838,Ruvuma
3840,Tanga
3841,Kigoma
3846,Arusha
3849,Ruvuma
3850,Morogoro
3851,Lindi
3853,Ruvuma
3854,Tanga
3857,Kilimanjaro
3858,Rukwa
3859,Tanga
3861,Manyara
3863,Rukwa
3864,Rukwa
3865,Morogoro
3866,Ruvuma
3868,Ruvuma
3870,Morogoro
3871,Iringa
3872,Iringa
3873,Kilimanjaro
3874,Lindi
3877,Rukwa
3880,Arusha
3883,Pwani
3884,Morogoro
3885,Kigoma
3886,Iringa
3888,Morogoro
3889,Ruvuma
3892,Pwani
3893,Manyara
3894,Morogoro
3896,Kilimanjaro
3897,Morogoro
3899,Mtwara
3901,Iringa
3902,Kigoma
3903,Arusha
3904,Rukwa
3905,Mtwara
3906,Mtwara
3907,Iringa
3908,Pwani
3911,Pwani
3912,Pwani
3913,Morogoro
3916,Mara
3921,Iringa
3923,Arusha
3927,Manyara
3928,Iringa
3930,Iringa
3931,Kigoma
3934,Iringa
3936,Tanga
3937,Kigoma
3938,Pwani
3939,Kilimanjaro
3943,Pwani
3947,Morogoro
3948,Kilimanjaro
3949,Rukwa
3952,Morogoro
3953,Rukwa
3954,Arusha
3955,Rukwa
3956,Rukwa
3959,Pwani
3961,Iringa
3963,Mtwara
3964,Iringa
3965,Rukwa
3969,Ruvuma
3971,Iringa
3973,Morogoro
3974,Kigoma
3975,Iringa
3976,Iringa
3982,Rukwa
3984,Iringa
3985,Mara
3988,Ruvuma
3989,Iringa
4000,Kigoma
4001,Arusha
4002,Iringa
4003,Lindi
4004,Ruvuma
4010,Iringa
4011,Rukwa
4013,Pwani
4014,Mtwara
4015,Kigoma
4019,Lindi
4022,Kilimanjaro
4023,Rukwa
4026,Iringa
4027,Arusha
4029,Morogoro
4030,Iringa
4031,Kilimanjaro
4032,Iringa
4035,Ruvuma
4036,Ruvuma
4037,Kilimanjaro
4039,Kilimanjaro
4040,Mara
4042,Tanga
4043,Mtwara
4048,Kilimanjaro
4049,Arusha
4051,Pwani
4055,Tanga
4058,Iringa
4061,Mara
4062,Kigoma
4068,Lindi
4072,Manyara
4073,Rukwa
4074,Iringa
4078,Morogoro
4079,Manyara
4080,Singida
4083,Pwani
4084,Iringa
4085,Kigoma
4088,Pwani
4089,Morogoro
4091,Tanga
4092,Rukwa
4095,Kigoma
4100,Mtwara
4101,Iringa
4103,Kigoma
4104,Ruvuma
4107,Morogoro
4108,Pwani
4111,Kilimanjaro
4114,Mtwara
4117,Kigoma
4118,Ruvuma
4119,Kilimanjaro
4120,Iringa
4123,Iringa
4129,Tanga
4130,Arusha
4131,Manyara
4135,Tanga
4136,Manyara
4141,Kilimanjaro
4144,Singida
4145,Morogoro
4149,Morogoro
4150,Lindi
4151,Ruvuma
4152,Lindi
4153,Morogoro
4154,Kigoma
4155,Mtwara
4157,Kilimanjaro
4159,Morogoro
4162,Iringa
4163,Morogoro
4164,Rukwa
4167,Kilimanjaro
4168,Kilimanjaro
4171,Pwani
4173,Dar es Salaam
4174,Mtwara
4176,Morogoro
4177,Ruvuma
4178,Morogoro
4180,Kilimanjaro
4181,Tanga
4182,Manyara
4183,Iringa
4185,Mtwara
4187,Kigoma
4191,Pwani
4192,Kilimanjaro
4194,Pwani
4195,Morogoro
4196,Pwani
4197,Rukwa
4198,Dar es Salaam
4200,Iringa
4206,Iringa
4207,Kigoma
4209,Mara
4210,Kilimanjaro
4211,Manyara
4212,Iringa
4213,Mwanza
4214,Iringa
4215,Kilimanjaro
4216,Manyara
4217,Singida
4218,Singida
4219,Kilimanjaro
4222,Arusha
4227,Tanga
4229,Morogoro
4230,Morogoro
4231,Morogoro
4234,Ruvuma
4235,Ruvuma
4236,Ruvuma
4237,Kigoma
4238,Morogoro
4240,Morogoro
4242,Pwani
4244,Ruvuma
4246,Morogoro
4247,Singida
4252,Morogoro
4253,Kilimanjaro
4254,Iringa
4255,Arusha
4258,Mtwara
4259,Ruvuma
4262,Rukwa
4264,Tanga
4267,Iringa
4268,Lindi
4270,Kilimanjaro
4272,Tanga
4274,Morogoro
4275,Iringa
4278,Arusha
4279,Pwani
4280,Kilimanjaro
4281,Tanga
4286,Iringa
4287,Morogoro
4292,Kilimanjaro
4293,Pwani
4294,Ruvuma
4295,Morogoro
4296,Morogoro
4303,Manyara
4304,Rukwa
4305,Morogoro
4307,Mtwara
4308,Ruvuma
4309,Ruvuma
4310,Iringa
4311,Ruvuma
4313,Singida
4314,Mara
4316,Kigoma
4318,Iringa
4321,Kilimanjaro
4323,Tanga
4324,Morogoro
4325,Arusha
4328,Iringa
4330,Kigoma
4333,Kilimanjaro
4334,Kilimanjaro
4337,Singida
4339,Rukwa
4342,Tanga
4343,Kilimanjaro
4345,Iringa
4347,Kilimanjaro
4348,Arusha
4351,Manyara
4355,Mara
4358,Kilimanjaro
4360,Iringa
4362,Morogoro
4363,Singida
4364,Iringa
4368,Morogoro
4369,Manyara
4370,Iringa
4372,Tanga
4373,Morogoro
4375,Arusha
4380,Kilimanjaro
4383,Mtwara
4384,Rukwa
4385,Arusha
4386,Pwani
4389,Morogoro
4396,Tanga
4397,Rukwa
4398,Kilimanjaro
4399,Iringa
4401,Rukwa
4404,Ruvuma
4408,Lindi
4412,Pwani
4415,Iringa
4416,Ruvuma
4417,Tanga
4419,Mtwara
4421,Morogoro
4422,Iringa
4423,Iringa
4427,Mtwara
4428,Tanga
4429,Iringa
4430,Iringa
4431,Iringa
4435,Dar es Salaam
4436,Tanga
4440,Mtwara
4441,Rukwa
4442,Ruvuma
4444,Arusha
4445,Morogoro
4448,Iringa
4449,Manyara
4450,Morogoro
4451,Rukwa
4452,Morogoro
4453,Iringa
4455,Morogoro
4458,Kilimanjaro
4459,Lindi
4460,Tanga
4463,Kilimanjaro
4464,Iringa
4465,Iringa
4466,Dar es Salaam
4467,Pwani
4468,Pwani
4471,Mtwara
4472,Ruvuma
4474,Tanga
4477,Ruvuma
4479,Kilimanjaro
4480,Mtwara
4481,Pwani
4482,Mtwara
4483,Iringa
4485,Mtwara
4487,Manyara
4490,Tanga
4492,Morogoro
4493,Morogoro
4499,Morogoro
4500,Iringa
4504,Ruvuma
4505,Mtwara
4507,Morogoro
4509,Ruvuma
4510,Iringa
4514,Pwani
4515,Singida
4516,Mara
4517,Singida
4520,Morogoro
4521,Kilimanjaro
4522,Arusha
4525,Morogoro
4529,Kilimanjaro
4531,Kilimanjaro
4532,Pwani
4535,Manyara
4538,Arusha
4542,Morogoro
4543,Ruvuma
4544,Rukwa
4547,Iringa
4548,Morogoro
4550,Morogoro
4551,Pwani
4555,Iringa
4565,Rukwa
4570,Iringa
4571,Iringa
4572,Rukwa
4577,Tanga
4580,Iringa
4586,Kilimanjaro
4588,Kilimanjaro
4589,Rukwa
4590,Kilimanjaro
4593,Kilimanjaro
4595,Mara
4596,Ruvuma
4597,Kilimanjaro
4598,Kigoma
4599,Kilimanjaro
4602,Morogoro
4605,Pwani
4606,Tanga
4609,Iringa
4611,Kilimanjaro
4614,Kilimanjaro
4617,Iringa
4623,Mtwara
4627,Iringa
4630,Iringa
4633,Iringa
4634,Iringa
4637,Morogoro
4638,Mwanza
4639,Manyara
4641,Pwani
4642,Iringa
4643,Iringa
4646,Kigoma
4648,Singida
4649,Mtwara
4650,Mtwara
4655,Manyara
4656,Manyara
4659,Iringa
4660,Singida
4662,Iringa
4663,Iringa
4664,Mtwara
4666,Mtwara
4667,Iringa
4671,Ruvuma
4674,Kilimanjaro
4677,Arusha
4680,Tanga
4682,Tanga
4683,Iringa
4684,Iringa
4685,Iringa
4686,Arusha
4687,Iringa
4689,Tanga
4692,Kilimanjaro
4695,Mtwara
4696,Morogoro
4700,Tanga
4702,Morogoro
4703,Tanga
4705,Iringa
4708,Kilimanjaro
4709,Morogoro
4710,Dar es Salaam
4717,Shinyanga
4719,Ruvuma
4722,Rukwa
4724,Morogoro
4725,Morogoro
4726,Kilimanjaro
4727,Iringa
4729,Iringa
4730,Morogoro
4733,Kigoma
4738,Tanga
4742,Arusha
4749,Ruvuma
4750,Ruvuma
4752,Iringa
4753,Morogoro
4756,Lindi
4759,Arusha
4761,Iringa
4762,Kigoma
4764,Iringa
4765,Tanga
4767,Iringa
4769,Iringa
4776,Iringa
4778,Morogoro
4780,Pwani
4783,Arusha
4784,Pwani
4786,Rukwa
4787,Kigoma
4791,Iringa
4792,Tanga
4797,Arusha
4799,Morogoro
4805,Tanga
4806,Morogoro
4807,Kigoma
4809,Tanga
4811,Kilimanjaro
4817,Pwani
4820,Kilimanjaro
4822,Morogoro
4824,Kilimanjaro
4825,Ruvuma
4830,Manyara
4831,Tanga
4832,Kilimanjaro
4833,Dar es Salaam
4836,Kilimanjaro
4840,Kilimanjaro
4841,Singida
4842,Tanga
4844,Iringa
4845,Ruvuma
4848,Morogoro
4852,Ruvuma
4853,Morogoro
4854,Rukwa
4856,Ruvuma
4857,Morogoro
4859,Mara
4860,Morogoro
4861,Kilimanjaro
4862,Kilimanjaro
4871,Iringa
4875,Iringa
4876,Singida
4880,Rukwa
4882,Ruvuma
4883,Kilimanjaro
4884,Iringa
4885,Iringa
4886,Ruvuma
4887,Iringa
4890,Mtwara
4892,Mtwara
4893,Morogoro
4894,Iringa
4899,Lindi
4900,Iringa
4901,Morogoro
4902,Rukwa
4903,Rukwa
4905,Tanga
4907,Mwanza
4909,Kilimanjaro
4910,Morogoro
4916,Pwani
4917,Kigoma
4918,Iringa
4920,Rukwa
4922,Mara
4925,Ruvuma
4929,Pwani
4931,Morogoro
4932,Pwani
4933,Iringa
4934,Iringa
4935,Ruvuma
4936,Iringa
4943,Ruvuma
4944,Lindi
4946,Rukwa
4949,Kilimanjaro
4951,Kilimanjaro
4956,Iringa
4957,Morogoro
4958,Mtwara
4959,Iringa
4964,Morogoro
4967,Kilimanjaro
4968,Mwanza
4970,Lindi
4974,Iringa
4975,Manyara
4976,Ruvuma
4978,Tanga
4980,Mtwara
4982,Singida
4983,Iringa
4986,Kilimanjaro
4987,Arusha
4989,Rukwa
4990,Iringa
4997,Ruvuma
5004,Pwani
5006,Mtwara
5007,Rukwa
5008,Iringa
5009,Iringa
5011,Kigoma
5015,Iringa
5016,Ruvuma
5019,Tanga
5021,Manyara
5023,Kilimanjaro
5024,Singida
5027,Manyara
5028,Tanga
5030,Iringa
5032,Mara
5033,Mara
5034,Arusha
5036,Iringa
5037,Rukwa
5042,Morogoro
5043,Lindi
5044,Manyara
5045,Kigoma
5047,Pwani
5049,Mtwara
5050,Tanga
5051,Iringa
5052,Iringa
5055,Ruvuma
5058,Kilimanjaro
5059,Pwani
5064,Arusha
5065,Pwani
5068,Kilimanjaro
5069,Iringa
5071,Kilimanjaro
5074,Morogoro
5077,Dar es Salaam
5081,Iringa
5083,Ruvuma
5085,Pwani
5086,Morogoro
5089,Arusha
5090,Iringa
5092,Kigoma
5093,Rukwa
5095,Manyara
5096,Iringa
5097,Mwanza
5098,Manyara
5100,Manyara
5102,Mara
5103,Kigoma
5105,Iringa
5109,Lindi
5110,Manyara
5111,Rukwa
5113,Kilimanjaro
5116,Iringa
5117,Kigoma
5119,Kilimanjaro
5124,Kilimanjaro
5125,Rukwa
5126,Pwani
5131,Kilimanjaro
5133,Morogoro
5135,Morogoro
5138,Ruvuma
5142,Singida
5143,Ruvuma
5146,Lindi
5148,Morogoro
5149,Singida
5150,Pwani
5154,Iringa
5155,Morogoro
5157,Tanga
5158,Kilimanjaro
5159,Singida
5161,Morogoro
5162,Kilimanjaro
5163,Manyara
5164,Pwani
5167,Kilimanjaro
5168,Rukwa
5170,Rukwa
5173,Kilimanjaro
5174,Ruvuma
5177,Tanga
5182,Kigoma
5184,Ruvuma
5185,Arusha
5189,Kigoma
5191,Pwani
5192,Arusha
5195,Iringa
5202,Mtwara
5205,Iringa
5208,Kilimanjaro
5216,Kigoma
5217,Ruvuma
5219,Tanga
5221,Pwani
5224,Mwanza
5225,Kigoma
5227,Shinyanga
5230,Mara
5231,Ruvuma
5232,Morogoro
5233,Iringa
5234,Ruvuma
5236,Pwani
5241,Kilimanjaro
5245,Kilimanjaro
5248,Ruvuma
5250,Kilimanjaro
5252,Mtwara
5253,Pwani
5255,Ruvuma
5256,Ruvuma
5260,Kilimanjaro
5273,Kigoma
5274,Iringa
5276,Tanga
5283,Iringa
5284,Kilimanjaro
5288,Kilimanjaro
5289,Morogoro
5299,Morogoro
5300,Tanga
5302,Kigoma
5305,Arusha
5306,Dar es Salaam
5308,Kilimanjaro
5309,Arusha
5310,Pwani
5311,Kigoma
5312,Dar es Salaam
5313,Pwani
5315,Iringa
5318,Iringa
5319,Morogoro
5321,Manyara
5322,Kilimanjaro
5326,Manyara
5330,Kigoma
5331,Morogoro
5338,Morogoro
5339,Kilimanjaro
5341,Iringa
5342,Iringa
5345,Iringa
5349,Morogoro
5350,Mtwara
5351,Rukwa
5353,Iringa
5354,Iringa
5359,Rukwa
5361,Kilimanjaro
5365,Pwani
5366,Manyara
5369,Iringa
5370,Singida
5371,Tanga
5374,Pwani
5378,Lindi
5379,Singida
5382,Morogoro
5384,Mara
5389,Pwani
5391,Dar es Salaam
5392,Iringa
5394,Lindi
5396,Morogoro
5397,Morogoro
5400,Iringa
5401,Kigoma
5402,Kigoma
5403,Tanga
5404,Iringa
5405,Arusha
5406,Rukwa
5408,Kilimanjaro
5410,Morogoro
5412,Dar es Salaam
5413,Tanga
5415,Dar es Salaam
5417,Iringa
5424,Mtwara
5426,Pwani
5429,Kilimanjaro
5432,Ruvuma
5434,Rukwa
5436,Arusha
5437,Kilimanjaro
5439,Dar es Salaam
5440,Iringa
5441,Tanga
5443,Manyara
5444,Tanga
5445,Iringa
5448,Tanga
5449,Manyara
5451,Arusha
5452,Arusha
5453,Pwani
5455,Dar es Salaam
5456,Mara
5457,Iringa
5459,Kilimanjaro
5460,Kilimanjaro
5461,Mara
5462,Manyara
5463,Singida
5465,Singida
5466,Iringa
5468,Arusha
5469,Kilimanjaro
5470,Iringa
5475,Iringa
5476,Morogoro
5479,Kigoma
5480,Morogoro
5482,Singida
5483,Mtwara
5485,Singida
5486,Mara
5489,Tanga
5490,Kilimanjaro
5501,Kilimanjaro
5502,Morogoro
5503,Morogoro
5505,Ruvuma
5507,Pwani
5514,Kigoma
5517,Pwani
5520,Ruvuma
5521,Rukwa
5526,Iringa
5528,Manyara
5529,Mtwara
5531,Morogoro
5534,Pwani
5536,Arusha
5539,Arusha
5541,Manyara
5542,Mwanza
5543,Dar es Salaam
5547,Iringa
5550,Arusha
5551,Morogoro
5555,Shinyanga
5557,Kilimanjaro
5558,Iringa
5559,Iringa
5565,Iringa
5569,Kigoma
5571,Mara
5573,Morogoro
5574,Iringa
5575,Ruvuma
5577,Iringa
5579,Kigoma
5581,Arusha
5582,Iringa
5583,Lindi
5586,Ruvuma
5588,Singida
5589,Kigoma
5591,Pwani
5592,Iringa
5593,Rukwa
5594,Ruvuma
5596,Arusha
5597,Mara
5601,Pwani
5602,Shinyanga
5603,Pwani
5604,Mtwara
5605,Pwani
5606,Ruvuma
5608,Lindi
5610,Arusha
5612,Iringa
5613,Ruvuma
5615,Morogoro
5617,Arusha
5618,Kigoma
5621,Ruvuma
5622,Kigoma
5625,Mtwara
5626,Ruvuma
5627,Iringa
5628,Tanga
5629,Iringa
5630,Kilimanjaro
5632,Ruvuma
5633,Iringa
5635,Iringa
5636,Kigoma
5637,Kilimanjaro
5638,Mara
5640,Morogoro
5642,Tanga
5643,Ruvuma
5644,Iringa
5645,Morogoro
5651,Kilimanjaro
5652,Kilimanjaro
5653,Kigoma
5654,Dar es Salaam
5655,Rukwa
5657,Singida
5660,Iringa
5661,Iringa
5663,Singida
5665,Kilimanjaro
5666,Shinyanga
5667,Kilimanjaro
5668,Iringa
5670,Rukwa
5671,Morogoro
5672,Kilimanjaro
5673,Mtwara
5674,Rukwa
5676,Arusha
5679,Iringa
5684,Iringa
5689,Ruvuma
5691,Lindi
5695,Ruvuma
5696,Arusha
5697,Kigoma
5703,Iringa
5709,Iringa
5713,Ruvuma
5715,Pwani
5717,Kigoma
5718,Iringa
5720,Morogoro
5721,Kilimanjaro
5722,Lindi
5727,Tanga
5728,Ruvuma
5730,Pwani
5731,Ruvuma
5733,Mtwara
5734,Tanga
5736,Iringa
5737,Morogoro
5738,Iringa
5740,Iringa
5741,Mwanza
5742,Tanga
5743,Lindi
5744,Morogoro
5746,Morogoro
5751,Iringa
5752,Tanga
5754,Iringa
5756,Kilimanjaro
5758,Kilimanjaro
5759,Kilimanjaro
5760,Arusha
5764,Ruvuma
5766,Kilimanjaro
5768,Kilimanjaro
5769,Kilimanjaro
5770,Rukwa
5775,Morogoro
5780,Arusha
5781,Rukwa
5783,Ruvuma
5784,Ruvuma
5786,Iringa
5787,Mtwara
5788,Manyara
5793,Iringa
5795,Kilimanjaro
5796,Lindi
5797,Arusha
5799,Rukwa
5802,Morogoro
5803,Mara
5804,Kigoma
5806,Iringa
5809,Rukwa
5811,Lindi
5816,Kigoma
5820,Iringa
5821,Iringa
5822,Mtwara
5823,Kigoma
5824,Iringa
5829,Morogoro
5832,Pwani
5833,Kilimanjaro
5834,Ruvuma
5838,Arusha
5839,Rukwa
5840,Morogoro
5841,Kigoma
5842,Kilimanjaro
5845,Morogoro
5846,Morogoro
5848,Mtwara
5849,Ruvuma
5850,Morogoro
5854,Singida
5855,Ruvuma
5857,Manyara
5858,Iringa
5859,Ruvuma
5860,Kilimanjaro
5864,Singida
5866,Lindi
5870,Ruvuma
5873,Iringa
5876,Manyara
5877,Dar es Salaam
5878,Iringa
5880,Ruvuma
5881,Manyara
5886,Dar es Salaam
5887,Arusha
5888,Morogoro
5890,Iringa
5892,Arusha
5893,Kilimanjaro
5895,Iringa
5898,Morogoro
5901,Ruvuma
5902,Manyara
5903,Rukwa
5905,Ruvuma
5906,Ruvuma
5907,Iringa
5909,Ruvuma
5914,Morogoro
5917,Ruvuma
5918,Iringa
5920,Iringa
5921,Singida
5924,Iringa
5925,Arusha
5926,Pwani
5927,Rukwa
5929,Iringa
5930,Tanga
5933,Arusha
5935,Kilimanjaro
5936,Iringa
5937,Kilimanjaro
5942,Morogoro
5943,Morogoro
5944,Ruvuma
5945,Kilimanjaro
5946,Lindi
5947,Mara
5948,Tanga
5950,Arusha
5951,Rukwa
5952,Morogoro
5953,Morogoro
5955,Kilimanjaro
5957,Arusha
5964,Mtwara
5965,Ruvuma
5969,Iringa
5971,Kilimanjaro
5973,Tanga
5982,Morogoro
5983,Iringa
5984,Morogoro
5987,Iringa
5989,Iringa
5990,Lindi
5994,Lindi
5996,Singida
6000,Manyara
6006,Tanga
6008,Singida
6009,Kilimanjaro
6011,Arusha
6013,Rukwa
6017,Kilimanjaro
6018,Kilimanjaro
6019,Manyara
6020,Kilimanjaro
6021,Iringa
6022,Tanga
6024,Morogoro
6025,Tanga
6029,Mtwara
6030,Tanga
6031,Morogoro
6034,Ruvuma
6035,Kilimanjaro
6036,Kilimanjaro
6038,Pwani
6039,Tanga
6041,Morogoro
6044,Singida
6049,Mara
6051,Pwani
6053,Ruvuma
6054,Iringa
6057,Mtwara
6058,Iringa
6060,Singida
6061,Kigoma
6066,Iringa
6067,Pwani
6069,Lindi
6070,Morogoro
6072,Ruvuma
6073,Mtwara
6075,Rukwa
6076,Ruvuma
6084,Iringa
6087,Kilimanjaro
6088,Iringa
6090,Kilimanjaro
6093,Iringa
6097,Kilimanjaro
6098,Lindi
6099,Ruvuma
6100,Dar es Salaam
6103,Iringa
6108,Arusha
6109,Kigoma
6110,Singida
6114,Manyara
6115,Kilimanjaro
6116,Rukwa
6117,Lindi
6118,Morogoro
6122,Tanga
6123,Kigoma
6124,Morogoro
6126,Morogoro
6128,Arusha
6129,Kigoma
6130,Rukwa
6132,Morogoro
6138,Morogoro
6140,Iringa
6141,Mtwara
6143,Kilimanjaro
6144,Mara
6145,Pwani
6146,Pwani
6153,Kilimanjaro
6155,Iringa
6157,Morogoro
6161,Morogoro
6164,Dar es Salaam
6165,Iringa
6169,Kilimanjaro
6171,Morogoro
6172,Rukwa
6174,Singida
6178,Manyara
6180,Morogoro
6181,Tanga
6182,Ruvuma
6183,Ruvuma
6185,Mwanza
6188,Kilimanjaro
6189,Morogoro
6190,Iringa
6191,Morogoro
6193,Arusha
6196,Kigoma
6198,Iringa
6200,Tanga
6202,Kilimanjaro
6204,Kilimanjaro
6205,Iringa
6208,Pwani
6210,Singida
6212,Dar es Salaam
6213,Ruvuma
6214,Singida
6217,Kigoma
6220,Morogoro
6222,Rukwa
6223,Ruvuma
6224,Morogoro
6226,Rukwa
6228,Pwani
6232,Morogoro
6238,Tanga
6239,Iringa
6241,Morogoro
6242,Dar es Salaam
6243,Kilimanjaro
6245,Iringa
6247,Kigoma
6248,Ruvuma
6249,Rukwa
6250,Iringa
6251,Iringa
6252,Ruvuma
6255,Lindi
6256,Morogoro
6257,Ruvuma
6259,Lindi
6263,Morogoro
6266,Morogoro
6269,Kigoma
6271,Kilimanjaro
6272,Iringa
6274,Morogoro
6275,Iringa
6276,Ruvuma
6277,Lindi
6279,Morogoro
6282,Tanga
6283,Kilimanjaro
6284,Iringa
6286,Iringa
6287,Iringa
6289,Mwanza
6291,Kilimanjaro
6292,Tanga
6293,Morogoro
6294,Singida
6295,Arusha
6296,Morogoro
6299,Pwani
6300,Dar es Salaam
6304,Kigoma
6305,Mwanza
6308,Iringa
6310,Tanga
6311,Kilimanjaro
6312,Kigoma
6313,Rukwa
6317,Tanga
6318,Singida
6319,Iringa
6320,Tanga
6321,Mara
6324,Iringa
6329,Morogoro
6332,Rukwa
6336,Arusha
6338,Morogoro
6339,Pwani
6343,Dar es Salaam
6347,Morogoro
6349,Iringa
6350,Lindi
6351,Arusha
6355,Singida
6356,Morogoro
6357,Iringa
6358,Kilimanjaro
6362,Morogoro
6364,Arusha
6366,Dar es Salaam
6367,Manyara
6370,Arusha
6372,Iringa
6373,Mtwara
6375,Morogoro
6378,Kilimanjaro
6381,Mwanza
6384,Manyara
6385,Kilimanjaro
6386,Iringa
6388,Arusha
6390,Rukwa
6391,Manyara
6395,Kilimanjaro
6396,Pwani
6399,Lindi
6401,Mtwara
6407,Manyara
6412,Morogoro
6413,Morogoro
6414,Kilimanjaro
6417,Ruvuma
6418,Mara
6421,Lindi
6424,Arusha
6426,Arusha
6427,Tanga
6428,Shinyanga
6430,Arusha
6431,Pwani
6439,Manyara
6440,Mtwara
6444,Kigoma
6446,Pwani
6447,Kigoma
6449,Kilimanjaro
6453,Mtwara
6454,Tanga
6455,Iringa
6457,Iringa
6458,Kilimanjaro
6460,Kilimanjaro
6461,Morogoro
6462,Pwani
6467,Kilimanjaro
6468,Kilimanjaro
6469,Pwani
6471,Tanga
6472,Pwani
6473,Iringa
6479,Lindi
6481,Mtwara
6490,Iringa
6491,Kilimanjaro
6495,Rukwa
6497,Ruvuma
6500,Kigoma
6503,Iringa
6506,Morogoro
6507,Kilimanjaro
6508,Pwani
6511,Rukwa
6512,Kilimanjaro
6514,Mtwara
6515,Morogoro
6516,Morogoro
6519,Iringa
6520,Iringa
6522,Morogoro
6523,Shinyanga
6525,Kilimanjaro
6527,Kilimanjaro
6533,Iringa
6534,Pwani
6536,Morogoro
6539,Morogoro
6540,Pwani
6541,Dar es Salaam
6544,Tanga
6548,Iringa
6550,Arusha
6551,Rukwa
6553,Morogoro
6554,Iringa
6555,Arusha
6556,Iringa
6559,Arusha
6561,Iringa
6562,Pwani
6563,Arusha
6564,Morogoro
6565,Iringa
6569,Pwani
6570,Ruvuma
6572,Lindi
6573,Kigoma
6575,Singida
6576,Morogoro
6580,Lindi
6581,Dar es Salaam
6584,Morogoro
6585,Mtwara
6590,Manyara
6591,Rukwa
6592,Iringa
6593,Tanga
6596,Mtwara
6597,Dar es Salaam
6598,Iringa
6600,Ruvuma
6601,Mwanza
6602,Singida
6603,Rukwa
6606,Arusha
6607,Rukwa
6610,Kilimanjaro
6612,Arusha
6616,Tanga
6618,Kigoma
6619,Kilimanjaro
6620,Manyara
6624,Pwani
6629,Rukwa
6632,Singida
6633,Ruvuma
6634,Pwani
6635,Morogoro
6637,Ruvuma
6640,Kilimanjaro
6648,Iringa
6649,Arusha
6651,Lindi
6653,Mtwara
6654,Manyara
6657,Kilimanjaro
6658,Kilimanjaro
6660,Iringa
6663,Pwani
6666,Arusha
6668,Tanga
6671,Mara
6675,Pwani
6676,Kilimanjaro
6677,Arusha
6678,Iringa
6679,Arusha
6680,Dar es Salaam
6683,Iringa
6684,Morogoro
6688,Morogoro
6691,Kilimanjaro
6695,Morogoro
6696,Kigoma
6700,Morogoro
6701,Pwani
