,gps_height,region,population,public_meeting,permit,construction_age,extraction_type_group,management,payment_type,quality_group,quantity_group,source_type,waterpoint_type_group,status_group
244,1855,Iringa,125,TRUE,TRUE,4,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
245,366,Mtwara,2100,TRUE,FALSE,3,india mark ii,vwc,per bucket,salty,enough,shallow well,hand pump,functional
246,45,Pwani,1,TRUE,TRUE,5,mono,private operator,per bucket,good,insufficient,river/lake,communal standpipe,functional
247,1020,Ruvuma,0,TRUE,TRUE,11,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional needs repair
248,15,Pwani,285,TRUE,FALSE,8,swn 80,vwc,never pay,good,seasonal,shallow well,hand pump,functional
249,458,Morogoro,300,TRUE,TRUE,9,swn 80,vwc,monthly,good,enough,shallow well,hand pump,functional
250,1452,Kilimanjaro,1,TRUE,TRUE,33,gravity,company,monthly,good,insufficient,spring,communal standpipe,non functional
251,1722,Iringa,40,TRUE,FALSE,12,gravity,vwc,monthly,good,enough,spring,communal standpipe,non functional
252,1391,Singida,425,TRUE,TRUE,6,gravity,parastatal,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional
253,826,Ruvuma,180,TRUE,TRUE,23,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional
254,1016,Kigoma,155,TRUE,TRUE,28,gravity,vwc,monthly,good,seasonal,river/lake,communal standpipe,functional needs repair
255,99,Pwani,150,TRUE,TRUE,27,mono,vwc,per bucket,good,insufficient,river/lake,communal standpipe,non functional
256,140,Pwani,250,TRUE,FALSE,18,nira/tanira,vwc,never pay,good,seasonal,shallow well,hand pump,non functional
257,1912,Iringa,90,TRUE,FALSE,20,gravity,vwc,annually,good,dry,spring,communal standpipe,non functional
258,360,Pwani,1200,TRUE,FALSE,16,india mark iii,vwc,never pay,salty,enough,borehole,hand pump,non functional
259,1836,Tanga,1,TRUE,TRUE,35,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
260,201,Pwani,1,TRUE,FALSE,6,gravity,private operator,never pay,good,insufficient,rainwater harvesting,communal standpipe,functional
261,1832,Rukwa,1500,TRUE,TRUE,38,gravity,vwc,never pay,good,dry,river/lake,communal standpipe,non functional
262,529,Kilimanjaro,230,TRUE,TRUE,46,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
263,1014,Arusha,150,TRUE,TRUE,4,gravity,vwc,per bucket,good,insufficient,spring,communal standpipe,non functional
264,316,Morogoro,80,TRUE,TRUE,2,gravity,wug,on failure,good,enough,river/lake,communal standpipe,functional
265,1521,Singida,185,TRUE,TRUE,6,submersible,wug,per bucket,good,enough,borehole,communal standpipe,non functional
266,959,Kigoma,560,TRUE,TRUE,29,gravity,parastatal,monthly,good,enough,spring,communal standpipe,functional needs repair
267,1888,Iringa,50,TRUE,TRUE,4,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
268,873,Singida,368,TRUE,FALSE,13,afridev,vwc,never pay,good,enough,shallow well,hand pump,functional
269,1683,Rukwa,250,FALSE,FALSE,8,swn 80,vwc,never pay,good,enough,borehole,hand pump,non functional
270,1763,Rukwa,100,TRUE,TRUE,41,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional
271,289,Tanga,40,FALSE,TRUE,35,submersible,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
272,1267,Mara,250,FALSE,FALSE,30,submersible,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
273,1721,Iringa,25,TRUE,FALSE,7,submersible,vwc,never pay,good,insufficient,spring,communal standpipe,non functional
274,1785,Tanga,1,TRUE,TRUE,21,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional needs repair
275,665,Tanga,150,TRUE,FALSE,38,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,functional
276,1674,Iringa,1,TRUE,FALSE,21,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
277,281,Pwani,10,TRUE,TRUE,10,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional
278,294,Lindi,520,TRUE,FALSE,9,india mark ii,vwc,per bucket,salty,insufficient,borehole,hand pump,non functional
279,178,Tanga,800,TRUE,FALSE,3,afridev,vwc,per bucket,salty,insufficient,shallow well,hand pump,functional
280,189,Tanga,100,TRUE,FALSE,14,gravity,vwc,never pay,good,seasonal,spring,communal standpipe,non functional
281,1667,Rukwa,300,TRUE,TRUE,30,gravity,vwc,annually,good,enough,river/lake,communal standpipe,functional
282,-17,Dar es Salaam,45,TRUE,FALSE,13,mono,other - school,per bucket,salty,dry,borehole,communal standpipe,non functional
283,644,Ruvuma,1,FALSE,FALSE,21,swn 80,vwc,annually,good,insufficient,borehole,hand pump,non functional
284,1255,Kigoma,970,TRUE,TRUE,20,gravity,water board,monthly,good,enough,river/lake,communal standpipe,non functional
285,2501,Iringa,0,TRUE,FALSE,5,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
286,995,Kilimanjaro,130,TRUE,TRUE,41,gravity,water board,never pay,good,insufficient,spring,communal standpipe,functional
287,109,Lindi,630,TRUE,FALSE,37,submersible,wug,per bucket,good,enough,borehole,communal standpipe,functional needs repair
288,15,Pwani,40,TRUE,TRUE,20,submersible,vwc,monthly,good,enough,river/lake,communal standpipe,non functional
289,665,Kilimanjaro,120,TRUE,TRUE,46,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
290,-38,Pwani,40,FALSE,TRUE,15,submersible,parastatal,never pay,good,enough,river/lake,communal standpipe,functional
291,27,Pwani,200,TRUE,FALSE,11,swn 80,vwc,per bucket,good,insufficient,shallow well,hand pump,functional
292,284,Morogoro,300,TRUE,TRUE,15,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional
293,1420,Kigoma,280,TRUE,TRUE,23,gravity,vwc,monthly,good,insufficient,river/lake,communal standpipe,functional
294,1407,Kigoma,750,TRUE,TRUE,7,gravity,water board,monthly,good,enough,river/lake,communal standpipe,functional needs repair
295,286,Lindi,380,TRUE,TRUE,38,gravity,wua,never pay,good,enough,spring,communal standpipe,functional needs repair
296,943,Kilimanjaro,50,TRUE,TRUE,41,gravity,water board,monthly,good,insufficient,spring,communal standpipe,functional
297,262,Morogoro,75,TRUE,TRUE,18,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
298,-37,Lindi,345,FALSE,FALSE,3,india mark ii,vwc,never pay,salty,insufficient,borehole,hand pump,non functional
299,914,Ruvuma,450,TRUE,FALSE,17,nira/tanira,vwc,on failure,good,seasonal,shallow well,hand pump,functional
300,328,Morogoro,130,TRUE,TRUE,6,submersible,vwc,per bucket,colored,enough,borehole,communal standpipe,functional
301,1158,Tanga,350,TRUE,FALSE,4,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
302,282,Morogoro,40,TRUE,TRUE,10,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional
303,696,Kilimanjaro,730,TRUE,TRUE,23,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional
304,1782,Iringa,200,TRUE,FALSE,9,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional
305,238,Tanga,400,TRUE,FALSE,5,nira/tanira,vwc,never pay,salty,seasonal,shallow well,hand pump,non functional
306,818,Ruvuma,250,TRUE,TRUE,31,gravity,parastatal,never pay,good,seasonal,river/lake,communal standpipe,functional
307,1989,Iringa,90,TRUE,TRUE,5,gravity,wua,monthly,good,enough,spring,communal standpipe,functional
308,231,Pwani,12,TRUE,TRUE,8,submersible,private operator,per bucket,good,enough,river/lake,communal standpipe,functional
309,1282,Kigoma,230,TRUE,TRUE,29,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
310,159,Pwani,1,TRUE,TRUE,5,gravity,vwc,never pay,good,enough,spring,communal standpipe,non functional
311,1249,Mara,48,FALSE,TRUE,13,nira/tanira,wug,never pay,good,insufficient,shallow well,hand pump,functional
312,299,Morogoro,150,TRUE,TRUE,16,swn 80,vwc,never pay,good,insufficient,shallow well,hand pump,non functional
313,2000,Iringa,0,FALSE,FALSE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
314,1282,Arusha,150,TRUE,TRUE,2,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
315,1061,Iringa,0,TRUE,TRUE,23,gravity,wua,annually,good,enough,spring,communal standpipe,functional
316,775,Ruvuma,360,TRUE,FALSE,12,swn 80,wug,monthly,good,insufficient,shallow well,hand pump,non functional
317,413,Morogoro,105,TRUE,TRUE,15,swn 80,wug,monthly,good,enough,shallow well,hand pump,functional
318,223,Pwani,452,TRUE,TRUE,6,gravity,private operator,never pay,good,insufficient,rainwater harvesting,communal standpipe,non functional
319,235,Tanga,100,TRUE,FALSE,38,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
320,575,Ruvuma,1,TRUE,FALSE,21,gravity,vwc,on failure,good,enough,river/lake,communal standpipe,functional needs repair
321,1487,Mara,350,TRUE,TRUE,3,other handpump,vwc,per bucket,salty,enough,borehole,hand pump,functional
322,1149,Kilimanjaro,1,FALSE,TRUE,35,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,non functional
323,1279,Kilimanjaro,40,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
324,737,Ruvuma,1,TRUE,FALSE,21,india mark ii,vwc,annually,good,insufficient,borehole,hand pump,non functional
325,1147,Kilimanjaro,60,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
326,895,Kilimanjaro,12,TRUE,TRUE,9,submersible,water authority,per bucket,good,insufficient,borehole,communal standpipe,functional
327,1545,Iringa,55,TRUE,TRUE,35,gravity,wua,monthly,good,enough,river/lake,communal standpipe,functional
328,403,Mtwara,1,TRUE,TRUE,21,nira/tanira,vwc,per bucket,good,dry,rainwater harvesting,hand pump,non functional
329,1549,Singida,245,TRUE,TRUE,5,mono,wug,per bucket,good,insufficient,borehole,communal standpipe,functional
330,-36,Mtwara,800,TRUE,TRUE,35,nira/tanira,vwc,per bucket,good,insufficient,borehole,hand pump,functional
331,270,Lindi,1,FALSE,FALSE,2,gravity,wua,per bucket,good,enough,river/lake,communal standpipe,functional needs repair
332,632,Kilimanjaro,120,TRUE,TRUE,8,gravity,vwc,monthly,good,insufficient,spring,communal standpipe,functional needs repair
333,2140,Iringa,14,TRUE,FALSE,5,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
334,-30,Mtwara,210,TRUE,TRUE,6,submersible,private operator,per bucket,good,seasonal,borehole,communal standpipe,functional
335,1811,Iringa,120,TRUE,TRUE,3,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
336,1584,Tanga,1,TRUE,TRUE,24,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
337,1654,Manyara,261,TRUE,TRUE,9,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
338,28,Mtwara,300,TRUE,TRUE,35,mono,vwc,per bucket,good,enough,borehole,communal standpipe,functional
339,2052,Manyara,82,FALSE,TRUE,37,mono,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
340,1416,Arusha,150,TRUE,TRUE,11,gravity,vwc,never pay,good,insufficient,spring,communal standpipe,functional
341,1605,Rukwa,500,TRUE,TRUE,41,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,functional needs repair
342,1356,Shinyanga,500,TRUE,FALSE,17,swn 80,wug,never pay,good,insufficient,shallow well,hand pump,functional needs repair
343,306,Morogoro,90,TRUE,TRUE,2,gravity,wug,on failure,good,enough,river/lake,communal standpipe,functional
344,844,Singida,450,FALSE,FALSE,38,mono,vwc,never pay,salty,enough,borehole,communal standpipe,non functional
345,328,Morogoro,550,TRUE,TRUE,16,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional
346,1631,Tanga,1,TRUE,TRUE,42,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
347,217,Morogoro,400,TRUE,TRUE,6,submersible,vwc,never pay,good,insufficient,borehole,communal standpipe,non functional
348,828,Ruvuma,360,TRUE,FALSE,19,swn 80,wug,monthly,good,insufficient,shallow well,hand pump,functional
349,242,Mtwara,300,TRUE,FALSE,4,gravity,vwc,per bucket,good,enough,spring,communal standpipe,functional
350,57,Lindi,1,FALSE,FALSE,13,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,non functional
351,1303,Kilimanjaro,50,TRUE,TRUE,37,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
352,-7,Pwani,1000,TRUE,FALSE,2,nira/tanira,vwc,never pay,good,enough,shallow well,hand pump,functional
353,6,Tanga,200,TRUE,FALSE,44,submersible,vwc,never pay,good,insufficient,borehole,communal standpipe,non functional
354,1661,Iringa,35,TRUE,TRUE,35,gravity,wua,on failure,good,enough,river/lake,communal standpipe,functional
355,1418,Iringa,100,TRUE,TRUE,29,gravity,vwc,annually,good,enough,river/lake,communal standpipe,non functional
356,1143,Kilimanjaro,120,TRUE,FALSE,11,gravity,water board,never pay,good,insufficient,river/lake,communal standpipe,non functional
357,1328,Shinyanga,300,TRUE,FALSE,8,india mark ii,wug,on failure,good,insufficient,shallow well,hand pump,functional
358,101,Pwani,600,TRUE,FALSE,35,gravity,vwc,never pay,good,enough,river/lake,communal standpipe,non functional
359,1384,Manyara,1,TRUE,TRUE,7,submersible,vwc,never pay,good,insufficient,borehole,communal standpipe,non functional
360,474,Ruvuma,1,TRUE,FALSE,8,other handpump,vwc,per bucket,good,enough,borehole,hand pump,non functional
361,307,Morogoro,80,TRUE,TRUE,4,nira/tanira,vwc,monthly,good,enough,shallow well,hand pump,functional
362,0,Morogoro,412,TRUE,FALSE,3,gravity,vwc,never pay,good,enough,rainwater harvesting,communal standpipe,functional
363,1747,Iringa,50,TRUE,FALSE,12,gravity,vwc,monthly,good,enough,spring,communal standpipe,non functional
364,1211,Mara,386,TRUE,FALSE,21,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,non functional
365,760,Iringa,1,TRUE,TRUE,28,gravity,vwc,monthly,good,dry,spring,communal standpipe,non functional
366,295,Morogoro,300,TRUE,TRUE,15,nira/tanira,private operator,never pay,good,seasonal,shallow well,hand pump,non functional
367,1576,Iringa,150,TRUE,TRUE,38,gravity,wua,monthly,good,insufficient,river/lake,communal standpipe,functional needs repair
368,323,Tanga,340,TRUE,TRUE,24,submersible,vwc,never pay,good,insufficient,river/lake,communal standpipe,non functional
369,123,Morogoro,250,TRUE,TRUE,5,submersible,vwc,monthly,salty,insufficient,borehole,communal standpipe,functional
370,425,Lindi,320,TRUE,FALSE,28,nira/tanira,vwc,never pay,salty,seasonal,shallow well,hand pump,functional
371,1255,Morogoro,150,TRUE,TRUE,3,submersible,vwc,per bucket,good,enough,borehole,communal standpipe,non functional
372,1610,Kilimanjaro,1,TRUE,TRUE,11,gravity,company,monthly,good,insufficient,rainwater harvesting,communal standpipe,functional
373,1195,Iringa,1,TRUE,TRUE,15,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
374,1666,Iringa,150,TRUE,FALSE,41,submersible,vwc,never pay,good,enough,spring,communal standpipe,non functional
375,2143,Iringa,70,TRUE,FALSE,13,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
376,881,Rukwa,150,TRUE,TRUE,2,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
377,-1,Tanga,120,TRUE,FALSE,40,gravity,vwc,per bucket,good,enough,river/lake,communal standpipe,functional
378,1754,Tanga,1,TRUE,TRUE,28,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
379,-23,Dar es Salaam,250,TRUE,FALSE,13,submersible,wug,per bucket,salty,enough,borehole,communal standpipe,functional
380,1021,Rukwa,1,TRUE,TRUE,1,india mark ii,vwc,per bucket,good,enough,borehole,hand pump,functional
381,323,Pwani,200,TRUE,TRUE,7,submersible,wua,per bucket,good,enough,river/lake,communal standpipe,functional
382,872,Manyara,200,TRUE,TRUE,9,submersible,private operator,per bucket,good,enough,borehole,communal standpipe,functional
383,-12,Dar es Salaam,568,TRUE,FALSE,3,submersible,parastatal,per bucket,good,enough,borehole,communal standpipe,functional
384,1421,Iringa,30,TRUE,TRUE,29,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
385,306,Mtwara,1,TRUE,TRUE,31,submersible,water board,never pay,good,seasonal,borehole,communal standpipe,non functional
386,202,Mtwara,56,TRUE,TRUE,5,nira/tanira,vwc,never pay,good,seasonal,shallow well,hand pump,functional
387,1376,Morogoro,150,TRUE,TRUE,12,gravity,vwc,monthly,good,enough,spring,communal standpipe,functional
388,1428,Manyara,516,TRUE,TRUE,7,submersible,vwc,per bucket,salty,insufficient,spring,communal standpipe,functional
389,1620,Kilimanjaro,60,FALSE,TRUE,15,gravity,vwc,never pay,good,dry,spring,communal standpipe,non functional
390,43,Pwani,6922,TRUE,FALSE,3,submersible,private operator,per bucket,good,enough,borehole,communal standpipe,functional
391,1136,Tanga,1,TRUE,TRUE,31,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional needs repair
392,35,Tanga,400,TRUE,FALSE,6,submersible,vwc,per bucket,good,enough,river/lake,communal standpipe,functional
393,287,Morogoro,150,TRUE,TRUE,5,nira/tanira,vwc,on failure,good,enough,shallow well,hand pump,functional
394,1282,Kigoma,240,TRUE,TRUE,7,gravity,vwc,monthly,good,enough,river/lake,communal standpipe,functional
395,36,Pwani,50,FALSE,TRUE,25,mono,private operator,per bucket,good,enough,river/lake,communal standpipe,functional
396,1517,Kilimanjaro,183,TRUE,TRUE,5,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
397,1358,Kilimanjaro,1,TRUE,TRUE,1,gravity,water board,monthly,good,enough,spring,communal standpipe,functional
398,403,Morogoro,1,TRUE,TRUE,16,gravity,wug,monthly,good,insufficient,river/lake,communal standpipe,non functional
399,91,Pwani,150,TRUE,TRUE,27,mono,vwc,per bucket,good,insufficient,river/lake,communal standpipe,non functional
400,428,Morogoro,100,TRUE,TRUE,32,swn 80,wug,on failure,good,insufficient,shallow well,hand pump,functional
401,2178,Iringa,25,TRUE,FALSE,13,gravity,vwc,annually,good,enough,spring,communal standpipe,functional
402,1751,Tanga,1,TRUE,TRUE,13,gravity,vwc,never pay,good,enough,spring,communal standpipe,functional
403,278,Morogoro,100,TRUE,TRUE,4,gravity,vwc,never pay,good,insufficient,river/lake,communal standpipe,functional
404,94,Pwani,6,TRUE,TRUE,3,mono,private operator,monthly,good,enough,river/lake,communal standpipe,functional
405,1484,Kilimanjaro,90,TRUE,TRUE,14,gravity,water board,per bucket,good,enough,spring,communal standpipe,functional
406,745,Ruvuma,1,TRUE,FALSE,6,other handpump,vwc,on failure,good,insufficient,borehole,hand pump,non functional
407,2025,Rukwa,500,TRUE,FALSE,2,gravity,vwc,never pay,good,seasonal,rainwater harvesting,communal standpipe,functional
